0,1,2,3,4,5,6,7,8,9,10
soft cheese,coffee,,,,,,,,,
sweet spreads,butter,,,,,,,,,
canned beer,root vegetables,soda,,,,,,,,
sugar,brown bread,,,,,,,,,
canned beer,whole milk,onions,coffee,,,,,,,
specialty chocolate,candles,,,,,,,,,
other vegetables,soda,,,,,,,,,
frankfurter,berries,,,,,,,,,
spices,shopping bags,soda,newspapers,,,,,,,
root vegetables,hygiene articles,newspapers,,,,,,,,
liquor (appetizer),coffee,bottled beer,,,,,,,,
female sanitary products,frozen fish,,,,,,,,,
frankfurter,chocolate,,,,,,,,,
chewing gum,softener,,,,,,,,,
bottled water,chocolate,,,,,,,,,
root vegetables,soda,,,,,,,,,
other vegetables,pip fruit,napkins,,,,,,,,
curd,dessert,cling film/bags,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
root vegetables,rice,,,,,,,,,
chocolate,long life bakery product,,,,,,,,,
pip fruit,root vegetables,pip fruit,spread cheese,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
tropical fruit,cookware,whole milk,oil,,,,,,,
whipped/sour cream,ice cream,,,,,,,,,
softener,yogurt,cling film/bags,,,,,,,,
frankfurter,soda,soda,,,,,,,,
other vegetables,curd,,,,,,,,,
rum,rolls/buns,,,,,,,,,
hamburger meat,cleaner,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
frankfurter,long life bakery product,,,,,,,,,
citrus fruit,ham,red/blush wine,rolls/buns,specialty chocolate,,,,,,
other vegetables,butter,,,,,,,,,
butter,domestic eggs,bottled water,curd,,,,,,,
ham,rolls/buns,flower (seeds),,,,,,,,
sausage,chicken,,,,,,,,,
specialty bar,tropical fruit,yogurt,bottled beer,baking powder,,,,,,
yogurt,bottled water,processed cheese,,,,,,,,
bottled water,other vegetables,vinegar,,,,,,,,
specialty bar,candy,,,,,,,,,
ham,white wine,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
other vegetables,domestic eggs,bottled beer,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
frozen vegetables,tropical fruit,,,,,,,,,
meat,citrus fruit,,,,,,,,,
citrus fruit,hygiene articles,,,,,,,,,
beverages,jam,,,,,,,,,
frozen fish,whole milk,,,,,,,,,
ham,curd cheese,,,,,,,,,
salt,cake bar,,,,,,,,,
canned beer,soda,,,,,,,,,
whole milk,onions,pickled vegetables,,,,,,,,
soda,dish cleaner,,,,,,,,,
bottled water,canned beer,,,,,,,,,
pip fruit,soda,popcorn,,,,,,,,
coffee,oil,newspapers,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
whole milk,soda,soda,,,,,,,,
tropical fruit,specialty chocolate,,,,,,,,,
pastry,newspapers,,,,,,,,,
frankfurter,sliced cheese,,,,,,,,,
chicken,coffee,newspapers,,,,,,,,
finished products,newspapers,whipped/sour cream,,,,,,,,
hygiene articles,bottled water,,,,,,,,,
ham,beverages,,,,,,,,,
whole milk,hamburger meat,newspapers,,,,,,,,
processed cheese,canned vegetables,,,,,,,,,
whole milk,grapes,pastry,yogurt,,,,,,,
chicken,bottled water,,,,,,,,,
whipped/sour cream,curd,shopping bags,,,,,,,,
yogurt,butter,whole milk,,,,,,,,
whole milk,soda,,,,,,,,,
beef,yogurt,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
herbs,packaged fruit/vegetables,,,,,,,,,
packaged fruit/vegetables,pip fruit,,,,,,,,,
whole milk,canned beer,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
soda,citrus fruit,,,,,,,,,
berries,packaged fruit/vegetables,tidbits,,,,,,,,
frankfurter,newspapers,,,,,,,,,
margarine,rolls/buns,,,,,,,,,
other vegetables,frozen dessert,shopping bags,,,,,,,,
bottled water,butter milk,,,,,,,,,
specialty bar,pickled vegetables,,,,,,,,,
turkey,bottled water,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
meat,chocolate,brown bread,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
sausage,yogurt,,,,,,,,,
newspapers,domestic eggs,,,,,,,,,
whole milk,butter,,,,,,,,,
bottled water,bottled water,,,,,,,,,
rolls/buns,instant coffee,,,,,,,,,
hamburger meat,pastry,,,,,,,,,
ham,whole milk,,,,,,,,,
waffles,rolls/buns,,,,,,,,,
pip fruit,cake bar,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
beef,ham,,,,,,,,,
newspapers,flour,,,,,,,,,
whole milk,specialty bar,,,,,,,,,
soda,soda,,,,,,,,,
whole milk,specialty cheese,,,,,,,,,
yogurt,other vegetables,soft cheese,,,,,,,,
curd,coffee,,,,,,,,,
soda,artif. sweetener,salty snack,,,,,,,,
pip fruit,canned beer,,,,,,,,,
cream cheese ,toilet cleaner,,,,,,,,,
whipped/sour cream,root vegetables,,,,,,,,,
sausage,dessert,,,,,,,,,
beef,whole milk,fruit/vegetable juice,hygiene articles,,,,,,,
sausage,whole milk,,,,,,,,,
brown bread,sugar,,,,,,,,,
onions,curd,,,,,,,,,
zwieback,specialty chocolate,,,,,,,,,
packaged fruit/vegetables,frozen fish,,,,,,,,,
other vegetables,organic sausage,cling film/bags,,,,,,,,
frozen meals,sugar,,,,,,,,,
coffee,frankfurter,frankfurter,bottled beer,butter,margarine,sugar,brown bread,soda,,
packaged fruit/vegetables,whole milk,,,,,,,,,
shopping bags,curd,,,,,,,,,
sausage,whole milk,,,,,,,,,
newspapers,brown bread,,,,,,,,,
misc. beverages,dessert,spread cheese,onions,coffee,,,,,,
pastry,curd,bottled beer,,,,,,,,
citrus fruit,candy,bottled water,rolls/buns,,,,,,,
oil,bottled water,oil,,,,,,,,
onions,root vegetables,soap,cream cheese ,,,,,,,
rolls/buns,brown bread,canned beer,,,,,,,,
pork,oil,,,,,,,,,
yogurt,curd,,,,,,,,,
liver loaf,chicken,rolls/buns,spread cheese,shopping bags,,,,,,
root vegetables,UHT-milk,UHT-milk,spread cheese,shopping bags,,,,,,
pastry,condensed milk,rice,tropical fruit,chocolate marshmallow,,,,,,
canned beer,finished products,beverages,dishes,,,,,,,
root vegetables,coffee,,,,,,,,,
specialty bar,condensed milk,,,,,,,,,
other vegetables,salt,,,,,,,,,
detergent,ice cream,hamburger meat,soda,sugar,,,,,,
whole milk,grapes,bottled beer,frozen dessert,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
white wine,curd,,,,,,,,,
canned beer,beverages,specialty bar,other vegetables,make up remover,specialty chocolate,curd,,,,
whole milk,other vegetables,,,,,,,,,
pork,root vegetables,,,,,,,,,
root vegetables,liver loaf,white bread,domestic eggs,cream cheese ,,,,,,
yogurt,root vegetables,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
bottled beer,whole milk,citrus fruit,other vegetables,soft cheese,,,,,,
citrus fruit,napkins,,,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
salty snack,chocolate marshmallow,,,,,,,,,
soda,soda,,,,,,,,,
frozen vegetables,pastry,,,,,,,,,
bottled beer,root vegetables,hygiene articles,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
pork,cake bar,,,,,,,,,
whipped/sour cream,photo/film,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
pip fruit,other vegetables,hard cheese,sausage,rolls/buns,pip fruit,grapes,other vegetables,,,
oil,misc. beverages,,,,,,,,,
pip fruit,cake bar,,,,,,,,,
pork,citrus fruit,chocolate marshmallow,white bread,whipped/sour cream,,,,,,
rolls/buns,salty snack,brown bread,cream cheese ,,,,,,,
rolls/buns,bottled water,bottled water,,,,,,,,
soda,specialty bar,,,,,,,,,
pot plants,organic products,,,,,,,,,
pastry,syrup,,,,,,,,,
pip fruit,sliced cheese,fruit/vegetable juice,,,,,,,,
other vegetables,whole milk,soda,,,,,,,,
beef,hamburger meat,newspapers,rum,meat spreads,whipped/sour cream,,,,,
brown bread,beef,bottled beer,specialty fat,,,,,,,
ham,white wine,shopping bags,,,,,,,,
sausage,whole milk,cake bar,,,,,,,,
beef,rolls/buns,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
specialty chocolate,butter milk,,,,,,,,,
beef,pasta,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
domestic eggs,sugar,Instant food products,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
pastry,seasonal products,,,,,,,,,
whipped/sour cream,candy,,,,,,,,,
berries,specialty cheese,,,,,,,,,
rolls/buns,cake bar,,,,,,,,,
finished products,other vegetables,misc. beverages,coffee,rolls/buns,,,,,,
canned beer,shopping bags,,,,,,,,,
chicken,soda,,,,,,,,,
soda,pork,,,,,,,,,
long life bakery product,onions,,,,,,,,,
pork,pip fruit,,,,,,,,,
chocolate,dessert,flour,,,,,,,,
butter milk,newspapers,,,,,,,,,
whole milk,whole milk,ham,pip fruit,hard cheese,frozen fish,shopping bags,pot plants,,,
ham,newspapers,waffles,,,,,,,,
beef,frozen vegetables,,,,,,,,,
tropical fruit,finished products,whole milk,fruit/vegetable juice,rolls/buns,,,,,,
oil,soda,,,,,,,,,
rolls/buns,frozen vegetables,frozen vegetables,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
frankfurter,whole milk,fruit/vegetable juice,pasta,,,,,,,
pork,brown bread,,,,,,,,,
pip fruit,canned beer,soft cheese,soft cheese,canned fish,semi-finished bread,newspapers,napkins,,,
salt,frozen vegetables,,,,,,,,,
soft cheese,pickled vegetables,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
newspapers,whole milk,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
tropical fruit,candy,fruit/vegetable juice,,,,,,,,
dog food,bottled beer,,,,,,,,,
fruit/vegetable juice,margarine,,,,,,,,,
candy,baking powder,canned fish,,,,,,,,
chicken,rolls/buns,pip fruit,pastry,frozen meals,,,,,,
citrus fruit,salty snack,oil,,,,,,,,
other vegetables,grapes,,,,,,,,,
herbs,newspapers,,,,,,,,,
tropical fruit,popcorn,,,,,,,,,
other vegetables,other vegetables,liquor (appetizer),specialty bar,candles,red/blush wine,,,,,
fruit/vegetable juice,fruit/vegetable juice,,,,,,,,,
chicken,flower (seeds),,,,,,,,,
specialty bar,bottled water,,,,,,,,,
beverages,chocolate marshmallow,,,,,,,,,
whole milk,red/blush wine,newspapers,,,,,,,,
semi-finished bread,pip fruit,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
chicken,brown bread,,,,,,,,,
bottled beer,fruit/vegetable juice,,,,,,,,,
meat,fruit/vegetable juice,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
pork,yogurt,,,,,,,,,
pastry,waffles,other vegetables,whole milk,dental care,house keeping products,frozen vegetables,,,,
other vegetables,brown bread,,,,,,,,,
beef,margarine,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
frozen vegetables,coffee,,,,,,,,,
soda,margarine,,,,,,,,,
bottled water,specialty bar,,,,,,,,,
ice cream,bottled beer,brown bread,,,,,,,,
pot plants,frozen vegetables,coffee,,,,,,,,
whole milk,bottled water,,,,,,,,,
frankfurter,salty snack,house keeping products,,,,,,,,
candy,domestic eggs,,,,,,,,,
pasta,soda,,,,,,,,,
chicken,pork,newspapers,,,,,,,,
tropical fruit,flour,,,,,,,,,
citrus fruit,soda,,,,,,,,,
citrus fruit,misc. beverages,,,,,,,,,
domestic eggs,whipped/sour cream,,,,,,,,,
soda,sausage,whole milk,beverages,shopping bags,,,,,,
bottled water,brown bread,,,,,,,,,
beef,ketchup,pork,hygiene articles,,,,,,,
sausage,packaged fruit/vegetables,misc. beverages,,,,,,,,
domestic eggs,roll products ,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
bottled water,whole milk,,,,,,,,,
yogurt,bottled beer,sugar,,,,,,,,
whole milk,shopping bags,,,,,,,,,
bottled water,long life bakery product,rolls/buns,,,,,,,,
margarine,frozen fruits,,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
instant coffee,shopping bags,,,,,,,,,
rolls/buns,frozen meals,,,,,,,,,
liver loaf,processed cheese,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
canned beer,yogurt,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
tropical fruit,spread cheese,onions,mayonnaise,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
root vegetables,detergent,,,,,,,,,
chocolate,whole milk,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
margarine,domestic eggs,,,,,,,,,
other vegetables,rolls/buns,soda,cat food,,,,,,,
rolls/buns,soda,shopping bags,,,,,,,,
pet care,pip fruit,candy,,,,,,,,
citrus fruit,margarine,sliced cheese,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
tropical fruit,bottled beer,domestic eggs,rolls/buns,long life bakery product,other vegetables,skin care,,,,
curd,whipped/sour cream,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
sausage,citrus fruit,butter,specialty bar,salty snack,,,,,,
herbs,specialty chocolate,red/blush wine,salad dressing,,,,,,,
chocolate,soda,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
whole milk,dishes,,,,,,,,,
specialty bar,bottled water,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
whole milk,ice cream,,,,,,,,,
curd,rolls/buns,candy,,,,,,,,
processed cheese,specialty bar,,,,,,,,,
whipped/sour cream,bottled water,,,,,,,,,
whole milk,sliced cheese,,,,,,,,,
hard cheese,pastry,,,,,,,,,
whole milk,pastry,liquor,,,,,,,,
whipped/sour cream,brown bread,,,,,,,,,
whole milk,semi-finished bread,,,,,,,,,
pork,margarine,sugar,,,,,,,,
baking powder,pet care,yogurt,frozen vegetables,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
bottled water,yogurt,tropical fruit,whole milk,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
chicken,whole milk,,,,,,,,,
pip fruit,frozen potato products,,,,,,,,,
bottled water,whole milk,,,,,,,,,
chicken,onions,,,,,,,,,
fruit/vegetable juice,specialty bar,root vegetables,sliced cheese,butter,chocolate,,,,,
yogurt,pastry,,,,,,,,,
hamburger meat,salty snack,shopping bags,,,,,,,,
sausage,oil,cream cheese ,,,,,,,,
bottled beer,bottled beer,,,,,,,,,
pork,pastry,,,,,,,,,
specialty chocolate,soda,bathroom cleaner,,,,,,,,
meat,other vegetables,,,,,,,,,
other vegetables,canned fish,,,,,,,,,
shopping bags,whipped/sour cream,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
brown bread,brown bread,,,,,,,,,
root vegetables,Instant food products,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
citrus fruit,chewing gum,brown bread,,,,,,,,
rolls/buns,yogurt,shopping bags,,,,,,,,
berries,whole milk,,,,,,,,,
zwieback,salty snack,,,,,,,,,
tropical fruit,specialty chocolate,,,,,,,,,
rolls/buns,UHT-milk,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
canned beer,rolls/buns,softener,,,,,,,,
sliced cheese,chocolate,,,,,,,,,
pip fruit,UHT-milk,,,,,,,,,
canned beer,flour,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
cream cheese ,soda,,,,,,,,,
beef,domestic eggs,pastry,,,,,,,,
condensed milk,yogurt,butter,,,,,,,,
processed cheese,instant coffee,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
pet care,napkins,,,,,,,,,
bottled water,onions,,,,,,,,,
yogurt,pot plants,,,,,,,,,
tropical fruit,oil,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
UHT-milk,rolls/buns,,,,,,,,,
frozen meals,mustard,,,,,,,,,
berries,other vegetables,,,,,,,,,
canned beer,flour,newspapers,,,,,,,,
newspapers,sliced cheese,,,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
oil,yogurt,,,,,,,,,
red/blush wine,liquor (appetizer),sauces,coffee,,,,,,,
hamburger meat,whole milk,whipped/sour cream,,,,,,,,
pastry,other vegetables,cake bar,,,,,,,,
coffee,pastry,,,,,,,,,
bottled beer,grapes,candy,,,,,,,,
pork,canned beer,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
sausage,UHT-milk,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
whole milk,beef,tropical fruit,tropical fruit,whole milk,domestic eggs,coffee,other vegetables,,,
frankfurter,sliced cheese,sugar,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
ham,other vegetables,,,,,,,,,
pork,soda,rolls/buns,brown bread,,,,,,,
canned beer,rolls/buns,,,,,,,,,
sliced cheese,soda,,,,,,,,,
citrus fruit,domestic eggs,flour,,,,,,,,
dishes,pastry,,,,,,,,,
tropical fruit,rolls/buns,zwieback,,,,,,,,
pork,processed cheese,,,,,,,,,
soda,napkins,,,,,,,,,
cleaner,misc. beverages,,,,,,,,,
rolls/buns,soda,,,,,,,,,
chicken,pip fruit,,,,,,,,,
ice cream,soda,,,,,,,,,
sausage,curd,fruit/vegetable juice,,,,,,,,
soda,shopping bags,,,,,,,,,
whole milk,citrus fruit,long life bakery product,salty snack,chocolate,,,,,,
misc. beverages,cream cheese ,,,,,,,,,
root vegetables,hard cheese,,,,,,,,,
berries,pastry,,,,,,,,,
pork,bottled beer,whole milk,margarine,,,,,,,
margarine,berries,,,,,,,,,
sausage,coffee,,,,,,,,,
hard cheese,flower soil/fertilizer,condensed milk,curd,,,,,,,
bottled beer,other vegetables,,,,,,,,,
frankfurter,cat food,,,,,,,,,
long life bakery product,fruit/vegetable juice,,,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
dish cleaner,frozen potato products,,,,,,,,,
newspapers,shopping bags,,,,,,,,,
long life bakery product,canned vegetables,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
pastry,brown bread,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
beef,dessert,,,,,,,,,
newspapers,soups,,,,,,,,,
ham,rolls/buns,canned fish,shopping bags,,,,,,,
napkins,whole milk,,,,,,,,,
other vegetables,specialty bar,,,,,,,,,
root vegetables,frozen potato products,onions,UHT-milk,,,,,,,
chicken,soda,packaged fruit/vegetables,,,,,,,,
long life bakery product,waffles,,,,,,,,,
sausage,bottled water,,,,,,,,,
whole milk,salty snack,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
pork,pip fruit,,,,,,,,,
chewing gum,cream cheese ,,,,,,,,,
sliced cheese,brown bread,roll products ,,,,,,,,
butter,detergent,,,,,,,,,
rolls/buns,other vegetables,newspapers,,,,,,,,
pip fruit,soda,,,,,,,,,
yogurt,whole milk,,,,,,,,,
onions,pip fruit,whipped/sour cream,,,,,,,,
newspapers,white bread,,,,,,,,,
candy,rolls/buns,UHT-milk,,,,,,,,
house keeping products,butter milk,,,,,,,,,
frankfurter,pork,pastry,canned vegetables,,,,,,,
whole milk,shopping bags,,,,,,,,,
soda,snack products,,,,,,,,,
other vegetables,packaged fruit/vegetables,,,,,,,,,
chicken,domestic eggs,,,,,,,,,
sausage,chocolate,,,,,,,,,
whole milk,pastry,fruit/vegetable juice,,,,,,,,
newspapers,napkins,,,,,,,,,
sausage,pip fruit,,,,,,,,,
bottled beer,pork,,,,,,,,,
other vegetables,salty snack,pickled vegetables,,,,,,,,
misc. beverages,yogurt,oil,,,,,,,,
citrus fruit,hamburger meat,rolls/buns,,,,,,,,
hamburger meat,tropical fruit,,,,,,,,,
ham,other vegetables,,,,,,,,,
beef,rolls/buns,,,,,,,,,
other vegetables,male cosmetics,,,,,,,,,
soda,sausage,root vegetables,pork,whole milk,vinegar,other vegetables,domestic eggs,shopping bags,,
misc. beverages,rolls/buns,,,,,,,,,
whole milk,bottled water,,,,,,,,,
whole milk,white wine,,,,,,,,,
tropical fruit,specialty cheese,,,,,,,,,
pork,whole milk,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
candles,other vegetables,,,,,,,,,
beef,sweet spreads,,,,,,,,,
brown bread,pastry,,,,,,,,,
whole milk,curd,bottled beer,newspapers,,,,,,,
tropical fruit,citrus fruit,soda,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
sausage,canned beer,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
newspapers,bottled water,hard cheese,,,,,,,,
sausage,pip fruit,,,,,,,,,
turkey,whipped/sour cream,,,,,,,,,
sausage,ice cream,rolls/buns,,,,,,,,
liquor,tropical fruit,other vegetables,,,,,,,,
soda,rolls/buns,soda,,,,,,,,
pastry,liquor,,,,,,,,,
pork,pasta,fruit/vegetable juice,,,,,,,,
sausage,tropical fruit,margarine,,,,,,,,
tropical fruit,cat food,,,,,,,,,
fruit/vegetable juice,onions,,,,,,,,,
rolls/buns,liquor (appetizer),,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
oil,canned beer,,,,,,,,,
rolls/buns,mustard,,,,,,,,,
bottled water,soups,newspapers,root vegetables,shopping bags,,,,,,
citrus fruit,other vegetables,,,,,,,,,
mustard,curd,,,,,,,,,
fruit/vegetable juice,vinegar,,,,,,,,,
citrus fruit,instant coffee,,,,,,,,,
tropical fruit,flour,specialty chocolate,,,,,,,,
whole milk,pastry,,,,,,,,,
frankfurter,chocolate,,,,,,,,,
pip fruit,bottled water,,,,,,,,,
sausage,fruit/vegetable juice,chewing gum,,,,,,,,
dessert,curd,,,,,,,,,
yogurt,root vegetables,candles,,,,,,,,
berries,pip fruit,,,,,,,,,
citrus fruit,bottled water,specialty bar,,,,,,,,
pip fruit,chocolate,,,,,,,,,
hamburger meat,bottled beer,,,,,,,,,
liver loaf,white bread,herbs,pastry,,,,,,,
misc. beverages,soda,,,,,,,,,
other vegetables,condensed milk,,,,,,,,,
onions,whole milk,,,,,,,,,
frankfurter,brown bread,,,,,,,,,
coffee,UHT-milk,,,,,,,,,
cling film/bags,napkins,,,,,,,,,
sausage,bottled beer,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
chicken,margarine,,,,,,,,,
pork,sausage,frankfurter,other vegetables,pork,curd,flower soil/fertilizer,curd,margarine,,
sausage,brown bread,,,,,,,,,
canned beer,rolls/buns,whole milk,grapes,,,,,,,
pot plants,newspapers,brown bread,,,,,,,,
tropical fruit,meat,whole milk,candles,,,,,,,
butter,chewing gum,,,,,,,,,
tropical fruit,coffee,whole milk,,,,,,,,
turkey,root vegetables,,,,,,,,,
beverages,shopping bags,,,,,,,,,
pastry,whipped/sour cream,decalcifier,,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
sausage,other vegetables,,,,,,,,,
root vegetables,white wine,bottled water,red/blush wine,,,,,,,
root vegetables,butter milk,,,,,,,,,
yogurt,pastry,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
herbs,brown bread,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
frozen meals,frozen dessert,,,,,,,,,
berries,condensed milk,,,,,,,,,
canned beer,salty snack,soda,,,,,,,,
coffee,oil,,,,,,,,,
cream cheese ,mustard,,,,,,,,,
beef,bottled water,,,,,,,,,
brown bread,whole milk,,,,,,,,,
whipped/sour cream,white bread,,,,,,,,,
